"gene","module"
"ABCB6","blue"
"SPEG","blue"
"ACSL3","blue"
"NYAP2","blue"
"SPHKAP","blue"
"CHL1-AS2","blue"
"ARL8B","blue"
"CAMK1","blue"
"ATP2B2","blue"
"TAMM41","blue"
"PPARG","blue"
"CAND2","blue"
"IQSEC1","blue"
"COLQ","blue"
"ENSG00000287042","blue"
"GPD1L","blue"
"GLB1","blue"
"FBXL2","blue"
"MYRIP","blue"
"NBEAL2","blue"
"DOCK3","blue"
"CADPS","blue"
"TAFA1","blue"
"CNTN3","blue"
"ARL6","blue"
"DUBR","blue"
"SIDT1","blue"
"PODXL2","blue"
"ENSG00000291042","blue"
"RAB6B","blue"
"PLOD2","blue"
"HPS3","blue"
"C3orf33","blue"
"SERPINI1","blue"
"SLC7A14-AS1","blue"
"LINC01208","blue"
"KCNMB2","blue"
"KCNMB2-AS1","blue"
"ENSG00000289574","blue"
"VPS8","blue"
"FGF12","blue"
"FGF12-AS1","blue"
"MELTF-AS1","blue"
"PDE6B","blue"
"LRPAP1","blue"
"ENSG00000290888","blue"
"ZBTB49","blue"
"C4orf50","blue"
"JAKMIP1","blue"
"ABLIM2","blue"
"HS3ST1","blue"
"LINC00504","blue"
"CPEB2","blue"
"FAM184B","blue"
"CCDC149","blue"
"NWD2","blue"
"GNPDA2","blue"
"ENSG00000260918","blue"
"ATP10D","blue"
"OCIAD2","blue"
"SLC4A4","blue"
"ADAMTS3","blue"
"RCHY1","blue"
"ENSG00000289586","blue"
"BMP2K","blue"
"PAQR3","blue"
"PRDM8","blue"
"PRKG2","blue"
"ENOPH1","blue"
"NUDT9","blue"
"ANK2","blue"
"ANK2-AS1","blue"
"TRAM1L1","blue"
"PDE5A","blue"
"LRAT","blue"
"MARCHF1","blue"
"TRIM61","blue"
"FAM218A","blue"
"GPM6A","blue"
"ACSL1","blue"
"LPCAT1","blue"
"ENSG00000291055","blue"
"MED10","blue"
"SRD5A1","blue"
"ADCY2","blue"
"CFAP90","blue"
"ANKRD33B","blue"
"ENSG00000253766","blue"
"CDH6","blue"
"PDZD2","blue"
"NPR3","blue"
"SLC1A3","blue"
"OXCT1","blue"
"CCDC152","blue"
"PDE4D","blue"
"RGS7BP","blue"
"AK6","blue"
"ANKRA2","blue"
"PDE8B","blue"
"WDR41","blue"
"ENSG00000287783","blue"
"ENSG00000289008","blue"
"KIAA0825","blue"
"MCTP1","blue"
"SLC25A46","blue"
"MIR3936HG","blue"
"IRF1-AS1","blue"
"RAD50","blue"
"TH2LCRR","blue"
"HBEGF","blue"
"SPRY4-AS1","blue"
"FAT2","blue"
"GABRB2","blue"
"NSG2","blue"
"HRH2","blue"
"ARL10","blue"
"RAB24","blue"
"ENSG00000248103","blue"
"GMDS","blue"
"GFOD1","blue"
"MCUR1","blue"
"ID4","blue"
"KIAA0319","blue"
"LINC01012","blue"
"TRIM26","blue"
"ENSG00000272501","blue"
"TAP2","blue"
"RNF8","blue"
"LRFN2","blue"
"VEGFA","blue"
"SCIRT","blue"
"TMEM63B","blue"
"TMEM14A","blue"
"HMGCLL1","blue"
"LMBRD1","blue"
"OGFRL1","blue"
"TMEM30A","blue"
"ELOVL4","blue"
"RRAGD","blue"
"MDN1","blue"
"MANEA","blue"
"FUT9","blue"
"OSTM1","blue"
"CEP85L","blue"
"FABP7","blue"
"NCOA7","blue"
"ARHGAP18","blue"
"STX7","blue"
"IFNGR1","blue"
"ARFGEF3","blue"
"PEX3","blue"
"FBXO30","blue"
"ZDHHC14","blue"
"TMEM181","blue"
"TAGAP-AS1","blue"
"MRPL18","blue"
"ERMARD","blue"
"FAM120B","blue"
"PRKAR1B","blue"
"SUN1","blue"
"PSMG3","blue"
"CRPPA","blue"
"TSPAN13","blue"
"MTURN","blue"
"PDE1C","blue"
"ENSG00000291133","blue"
"EEPD1","blue"
"EPDR1","blue"
"INHBA-AS1","blue"
"URGCP","blue"
"UBE2D4","blue"
"CAMK2B","blue"
"MAGI2","blue"
"MAGI2-AS3","blue"
"PCLO","blue"
"ANKIB1","blue"
"ENSG00000244055","blue"
"PEX1","blue"
"DYNC1I1","blue"
"ENSG00000284707","blue"
"TRIM4","blue"
"LHFPL3-AS1","blue"
"CCDC71L","blue"
"NRCAM","blue"
"FAM3C","blue"
"ENSG00000240571","blue"
"CALD1","blue"
"ENSG00000286458","blue"
"RHEB","blue"
"PRKAG2-AS1","blue"
"DLGAP2","blue"
"AGPAT5","blue"
"ENSG00000290357","blue"
"PRAG1","blue"
"MSRA","blue"
"MTMR9","blue"
"INTS10","blue"
"NPM2","blue"
"STC1","blue"
"PURG","blue"
"DUSP26","blue"
"IKBKB","blue"
"BPNT2","blue"
"PAG1","blue"
"WWP1","blue"
"SYBU","blue"
"TMEM65","blue"
"EFR3A","blue"
"PTP4A3","blue"
"ADGRB1","blue"
"GRINA","blue"
"LRRC24","blue"
"WASHC1","blue"
"VLDLR","blue"
"SLC1A1","blue"
"ENSG00000286162","blue"
"NFIB-AS1","blue"
"SH3GL2","blue"
"ENSG00000187186","blue"
"APBA1","blue"
"KLF9","blue"
"TRPM3","blue"
"OSTF1","blue"
"WNK2","blue"
"ENSG00000290685","blue"
"PTPDC1","blue"
"PGAP4","blue"
"NIPSNAP3A","blue"
"SLC44A1","blue"
"ENSG00000291094","blue"
"DELEC1","blue"
"TNC","blue"
"RABEPK","blue"
"RALGPS1","blue"
"GARNL3","blue"
"TOR1B","blue"
"NCS1","blue"
"OLFM1","blue"
"PPP1R26-AS1","blue"
"RNF208","blue"
"PFKP-DT","blue"
"PFKP","blue"
"TASOR2","blue"
"PHYH","blue"
"RSU1","blue"
"ENSG00000240291","blue"
"GPR158","blue"
"RASGEF1A","blue"
"ZNF22","blue"
"ENSG00000286401","blue"
"BICC1","blue"
"HK1","blue"
"DDIT4","blue"
"CAMK2G","blue"
"SAMD8","blue"
"GRID1","blue"
"PGAM1","blue"
"ZFYVE27","blue"
"GOLGA7B","blue"
"OLMALINC","blue"
"INA","blue"
"GPAM","blue"
"MGMT","blue"
"TCERG1L","blue"
"BNIP3","blue"
"CD81","blue"
"CARS1-AS1","blue"
"TRIM22","blue"
"PARVA","blue"
"CYP2R1","blue"
"BDNF","blue"
"CAT","blue"
"TRAF6","blue"
"MRPL16","blue"
"DAGLA","blue"
"VEGFB","blue"
"NRXN2","blue"
"PPP2R5B","blue"
"LTBP3","blue"
"KLC2","blue"
"ALG1L9P","blue"
"TMEM126B","blue"
"SESN3","blue"
"ALKBH8","blue"
"ENSG00000255028","blue"
"C11orf87","blue"
"PTS","blue"
"DSCAML1","blue"
"THY1","blue"
"SORL1","blue"
"DDX25","blue"
"SNX19","blue"
"VPS26B","blue"
"PIANP","blue"
"GPR162","blue"
"CLSTN3","blue"
"FAM66C","blue"
"ENSG00000290939","blue"
"ENSG00000275367","blue"
"A2ML1-AS1","blue"
"FAM234B","blue"
"EPS8","blue"
"CCDC91","blue"
"AMN1","blue"
"PUS7L","blue"
"ASIC1","blue"
"SLC11A2","blue"
"TFCP2","blue"
"POU6F1","blue"
"ANKRD52","blue"
"NXPH4","blue"
"SLC16A7","blue"
"DPY19L2","blue"
"TMBIM4","blue"
"C12orf29","blue"
"GNPTAB","blue"
"WSB2","blue"
"MICU2","blue"
"MTMR6","blue"
"GPR12","blue"
"SLC7A1","blue"
"ENSG00000290476","blue"
"DNAJC15","blue"
"SERP2","blue"
"FAM124A","blue"
"MYCBP2","blue"
"TEX30","blue"
"GAS6-AS1","blue"
"NDRG2","blue"
"CARMIL3","blue"
"EGLN3","blue"
"DACT1","blue"
"RTN1","blue"
"SYT16","blue"
"SGPP1","blue"
"TTC9","blue"
"RIOX1","blue"
"ENSG00000258695","blue"
"MLH3","blue"
"FLRT2-AS1","blue"
"GALC","blue"
"CALM1","blue"
"CHGA","blue"
"LYSET","blue"
"UNC79","blue"
"LINC02298","blue"
"BRF1","blue"
"BTBD6","blue"
"GABRB3","blue"
"ENSG00000291258","blue"
"SPRED1","blue"
"DISP2","blue"
"SEMA6D","blue"
"ENSG00000259221","blue"
"DMXL2","blue"
"LYSMD2","blue"
"TMOD2","blue"
"ZNF280D","blue"
"TLN2","blue"
"CA12","blue"
"ANKDD1A","blue"
"C15orf61","blue"
"NPTN","blue"
"NPTN-IT1","blue"
"SCAMP5","blue"
"UBE2Q2P1","blue"
"NMB","blue"
"NTRK3","blue"
"ENSG00000289128","blue"
"SEMA4B","blue"
"SYNM-AS1","blue"
"LINS1","blue"
"TM2D3","blue"
"HBQ1","blue"
"LMF1","blue"
"NME3","blue"
"FLYWCH1","blue"
"TVP23A","blue"
"NPIPA1","blue"
"ENSG00000286808","blue"
"YPEL3","blue"
"NPIPB13","blue"
"STX1B","blue"
"CNEP1R1","blue"
"ENSG00000285367","blue"
"ENSG00000287256","blue"
"GNAO1-DT","blue"
"GNAO1","blue"
"CMTM1","blue"
"ENSG00000289353","blue"
"CMTM4","blue"
"DNAAF1","blue"
"ABR","blue"
"MINK1","blue"
"CHRNB1","blue"
"ULK2","blue"
"RAB11FIP4","blue"
"MYO1D","blue"
"ARHGAP23","blue"
"ENSG00000214546","blue"
"PPP1R1B","blue"
"THRA","blue"
"NR1D1","blue"
"RUNDC1","blue"
"ADAM11","blue"
"MAPT","blue"
"UBE2Z","blue"
"RSAD1","blue"
"C17orf67","blue"
"TSPOAP1","blue"
"TRIM37","blue"
"AMZ2P1","blue"
"PITPNC1","blue"
"SLC16A6","blue"
"TSEN54","blue"
"TRIM47","blue"
"RBFOX3","blue"
"LINC01971","blue"
"LPIN2","blue"
"LDLRAD4","blue"
"B4GALT6","blue"
"FECH","blue"
"BCL2","blue"
"CYB5A","blue"
"FGF22","blue"
"TMEM259","blue"
"ZFR2","blue"
"MCOLN1","blue"
"EVI5L","blue"
"ZNF846","blue"
"PLPPR2","blue"
"FARSA","blue"
"CACNA1A","blue"
"CC2D1A","blue"
"UNC13A","blue"
"JUND","blue"
"TMEM59L","blue"
"CERS1","blue"
"ZFP82","blue"
"ENSG00000291089","blue"
"TTC9B","blue"
"SPTBN4","blue"
"EML2","blue"
"ENSG00000286024","blue"
"GFY","blue"
"EMC10","blue"
"ZNF765","blue"
"LENG8","blue"
"C20orf96","blue"
"NRSN2-AS1","blue"
"NRSN2","blue"
"TBC1D20","blue"
"ENSG00000286787","blue"
"PSMF1","blue"
"SDCBP2-AS1","blue"
"NSFL1C","blue"
"ZNF343","blue"
"IDH3B","blue"
"VPS16","blue"
"PTPRA","blue"
"MRPS26","blue"
"DDRGK1","blue"
"ITPA","blue"
"DNAAF9","blue"
"ATRN","blue"
"CDC25B","blue"
"MAVS","blue"
"SLC23A2","blue"
"CDS2","blue"
"GPCPD1","blue"
"CHGB","blue"
"TRMT6","blue"
"CRLS1","blue"
"PLCB4","blue"
"PAK5","blue"
"ANKEF1","blue"
"SNAP25-AS1","blue"
"MKKS","blue"
"SLX4IP","blue"
"TASP1","blue"
"ESF1","blue"
"NDUFAF5","blue"
"MACROD2","blue"
"MACROD2-AS1","blue"
"KIF16B","blue"
"SNRPB2","blue"
"KAT14","blue"
"PET117","blue"
"ZNF133","blue"
"ENSG00000230010","blue"
"DZANK1","blue"
"POLR3F","blue"
"SEC23B","blue"
"SMIM26","blue"
"DTD1","blue"
"NAA20","blue"
"CRNKL1","blue"
"CFAP61","blue"
"NXT1","blue"
"NAPB","blue"
"SYNDIG1","blue"
"APMAP","blue"
"ENTPD6","blue"
"PYGB","blue"
"NANP","blue"
"ZNF337-AS1","blue"
"ZNF337","blue"
"ENSG00000226465","blue"
"FAM182B","blue"
"ENSG00000286100","blue"
"NTSR1","blue"
"APP","blue"
"TCP10L","blue"
"CBR1","blue"
"ADARB1","blue"
"ENSG00000274422","blue"
"SEZ6L","blue"
"RFPL2","blue"
"SLC5A4-AS1","blue"
"SLC5A4","blue"
"ENSG00000289873","blue"
"ELFN2.1","blue"
"NPTXR","blue"
"MGAT3","blue"
"TSPO","blue"
"NUP50-DT","blue"
"SELENOO","blue"
"IL3RA","blue"
"CD99","blue"
"PCYT1B","blue"
"TAB3","blue"
"ATP6AP2","blue"
"NUDT10","blue"
"ENSG00000226530","blue"
"IQSEC2","blue"
"RRAGB","blue"
"KLF8","blue"
"ZXDA","blue"
"OPHN1","blue"
"RTL5","blue"
"NEXMIF","blue"
"HDX","blue"
"TMEM35A","blue"
"ARMCX4","blue"
"ARMCX6","blue"
"ZMAT1","blue"
"TCEAL2","blue"
"TCEAL5","blue"
"TCEAL1","blue"
"ENSG00000290740","blue"
"SLC9A6","blue"
"MCF2","blue"
"AFF2","blue"
"IDS","blue"
"PNMA6A","blue"
"ZNF275","blue"
"CCNQ","blue"
"UBL4A","blue"
"TMLHE","blue"
"SPRY3","blue"
"TTTY14","blue"
"AJAP1","brown"
"CHD5","brown"
"PER3","brown"
"SLC25A33","brown"
"DHRS3","brown"
"KAZN-AS1","brown"
"ATP13A2","brown"
"FAM43B","brown"
"PPT1","brown"
"SLC6A9","brown"
"PTCH2","brown"
"CYP4X1","brown"
"CYP4Z1","brown"
"EPS15","brown"
"SCP2","brown"
"HOOK1","brown"
"SGIP1","brown"
"DIRAS3","brown"
"LMO4","brown"
"DIPK1A","brown"
"AMPD2","brown"
"GSTM3","brown"
"SLC6A17","brown"
"KCNA2","brown"
"KCND3","brown"
"LINC01750","brown"
"ATP1A1","brown"
"ENSG00000290569","brown"
"LINC02802","brown"
"LINC01145","brown"
"ENSG00000237188","brown"
"ENSG00000274265","brown"
"ENSG00000291233","brown"
"ENSG00000285651","brown"
"SYT11","brown"
"CADM3","brown"
"DUSP23","brown"
"PEA15","brown"
"PCP4L1","brown"
"FCRLB","brown"
"LMX1A","brown"
"FAM78B","brown"
"ENSG00000229588","brown"
"BRINP2","brown"
"LINC02942","brown"
"CNIH3","brown"
"STUM","brown"
"MAP3K21","brown"
"SLC35F3","brown"
"LYST","brown"
"PLD5","brown"
"ENSG00000272865","brown"
"CMPK2","brown"
"KCNF1","brown"
"KCNK3","brown"
"EHD3","brown"
"FEZ2","brown"
"EPCAM","brown"
"ACYP2","brown"
"EML6","brown"
"ENSG00000285519","brown"
"SLC1A4","brown"
"DNAH6","brown"
"CREG2","brown"
"ST6GAL2","brown"
"SLC5A7","brown"
"EN1","brown"
"ENSG00000287900","brown"
"RBMS1","brown"
"SCN2A","brown"
"SCN1A","brown"
"MYO3B","brown"
"ERICH2-DT","brown"
"GAD1","brown"
"ENSG00000235934","brown"
"OSBPL6","brown"
"ZNF385B","brown"
"NEUROD1","brown"
"CALCRL-AS1","brown"
"STAT4","brown"
"CFLAR","brown"
"NRP2","brown"
"FASTKD2","brown"
"C2orf80","brown"
"UNC80","brown"
"PTPRN","brown"
"AP1S3","brown"
"SLC19A3","brown"
"DNER","brown"
"CHL1","brown"
"CNTN4","brown"
"GRM7","brown"
"ENSG00000270207","brown"
"SLC6A11","brown"
"SYN2","brown"
"RFTN1","brown"
"POMGNT2","brown"
"CSPG5","brown"
"COL7A1","brown"
"CACNA1D","brown"
"CHDH","brown"
"LINC02018","brown"
"CCDC54-AS1","brown"
"PLCXD2","brown"
"ENSG00000241490","brown"
"EPHB1","brown"
"CLSTN2","brown"
"PCOLCE2","brown"
"VEPH1","brown"
"SLC7A14","brown"
"C3orf70","brown"
"TMEM175","brown"
"C4orf48","brown"
"ZFYVE28","brown"
"STK32B","brown"
"PPP2R2C","brown"
"KLF3-AS1","brown"
"KCTD8","brown"
"GABRG1","brown"
"GABRA2","brown"
"GABRB1","brown"
"LNX1","brown"
"LNX1-AS1","brown"
"EPHA5","brown"
"CDKL2","brown"
"LINC00989","brown"
"CDS1","brown"
"PLA2G12A","brown"
"NDST3","brown"
"TRPC3","brown"
"USP38-DT","brown"
"ENSG00000287292","brown"
"ETFDH","brown"
"TMEM192","brown"
"SEMA5A","brown"
"PLCXD3","brown"
"ELOVL7","brown"
"RNF180","brown"
"SGTB","brown"
"KCNN2","brown"
"MARCHF3","brown"
"ACSL6","brown"
"SLC22A4","brown"
"SEPTIN8","brown"
"SAR1B","brown"
"NRG2","brown"
"PCDHAC2","brown"
"FGF1","brown"
"KCTD16","brown"
"ENSG00000285605","brown"
"PPP2R2B","brown"
"ABLIM3","brown"
"ENSG00000248647","brown"
"GALNT10","brown"
"SGCD","brown"
"GABRA1","brown"
"GABRG2","brown"
"F12","brown"
"TRIM7","brown"
"LINC01011","brown"
"TFAP2A","brown"
"CD83","brown"
"GPLD1","brown"
"ALDH5A1","brown"
"HLA-A","brown"
"ENSG00000291111","brown"
"SMIM29","brown"
"CPNE5","brown"
"ENPP5","brown"
"RCAN2","brown"
"FBXO9","brown"
"BEND6","brown"
"ENSG00000286340","brown"
"HTR1E","brown"
"MANEA-DT","brown"
"TUBE1","brown"
"SGK1","brown"
"ENSG00000286313","brown"
"MAP3K5","brown"
"SYNE1","brown"
"OPRM1","brown"
"ENSG00000287558","brown"
"QKI","brown"
"MPC1","brown"
"PDGFA","brown"
"ENSG00000291099","brown"
"DPY19L2P3","brown"
"ADCYAP1R1","brown"
"SFRP4","brown"
"ADCY1","brown"
"CALN1","brown"
"ENSG00000281120","brown"
"TMEM130","brown"
"LHFPL3","brown"
"FOXP2","brown"
"ENSG00000242593","brown"
"LINC-PINT","brown"
"LINC00513","brown"
"PTN","brown"
"CLEC2L","brown"
"CSMD1","brown"
"ENSG00000290829","brown"
"ASAH1","brown"
"CSGALNACT1","brown"
"ADRA1A","brown"
"EPHX2","brown"
"CLU","brown"
"SARAF","brown"
"CA8","brown"
"VXN","brown"
"RIPK2","brown"
"ATP6V1C1","brown"
"OXR1","brown"
"ENSG00000286937","brown"
"SAMD12","brown"
"ENSG00000225885","brown"
"ADCY8","brown"
"LY6H","brown"
"NRBP2","brown"
"KIFC2","brown"
"JAK2","brown"
"PHF24","brown"
"TESK1","brown"
"MAMDC2-AS1","brown"
"PRUNE2","brown"
"CTSL","brown"
"DIRAS2","brown"
"CDC14B","brown"
"GABBR2","brown"
"ABITRAM","brown"
"FRRS1L","brown"
"LRRC37A5P","brown"
"HDHD3","brown"
"BRINP1","brown"
"DNLZ","brown"
"SFMBT2","brown"
"CACNB2","brown"
"GPR158-AS1","brown"
"SPOCK2","brown"
"KCNMA1","brown"
"GLUD1","brown"
"TBC1D12","brown"
"CRTAC1","brown"
"CNNM1","brown"
"ADD3","brown"
"JAKMIP3","brown"
"CARS1","brown"
"ENSG00000291143","brown"
"ENSG00000283415","brown"
"ZNF215","brown"
"DKK3","brown"
"MICAL2","brown"
"BMAL1","brown"
"IGSF22-AS1","brown"
"PTPN5","brown"
"BBOX1","brown"
"STX3","brown"
"B4GAT1","brown"
"TPBGL-AS1","brown"
"ARRB1","brown"
"AQP11","brown"
"ELMOD1","brown"
"ARHGAP20","brown"
"ENSG00000286044","brown"
"UBASH3B","brown"
"GRAMD1B","brown"
"SCN3B","brown"
"TBRG1","brown"
"KIRREL3","brown"
"NTM","brown"
"IQSEC3","brown"
"CACNA1C","brown"
"CCND2-AS1","brown"
"STYK1","brown"
"ETFRF1","brown"
"SSPN","brown"
"CNTN1","brown"
"PCED1B","brown"
"SPRYD3","brown"
"STAT2","brown"
"XPOT","brown"
"PRANCR","brown"
"PTPRR","brown"
"KCNC2","brown"
"ANKS1B","brown"
"ANO4","brown"
"SLC41A2","brown"
"RPH3A","brown"
"CABP1","brown"
"B3GNT4","brown"
"FLT3","brown"
"FRY","brown"
"LINC00366","brown"
"DGKH","brown"
"ENSG00000289644","brown"
"SLITRK5","brown"
"MYO16","brown"
"LAMP1","brown"
"GAS6","brown"
"SLC22A17","brown"
"NUBPL-DT","brown"
"SSTR1","brown"
"TRIM9","brown"
"SLC35F4","brown"
"TMEM229B","brown"
"DPF3","brown"
"FLRT2","brown"
"FBLN5","brown"
"ANKRD9","brown"
"NUDT14","brown"
"OTUD7A","brown"
"SCG5","brown"
"RYR3","brown"
"ZNF770","brown"
"ENSG00000259345","brown"
"CKMT1B","brown"
"TRIM69","brown"
"CTXN2","brown"
"RORA","brown"
"ENSG00000259481","brown"
"LACTB","brown"
"SPESP1","brown"
"GLCE","brown"
"RASGRF1","brown"
"MAN2A2","brown"
"SV2B","brown"
"RHBDL1","brown"
"GNPTG","brown"
"SYNGR3","brown"
"CASKIN1","brown"
"DEXI","brown"
"SHISA9","brown"
"ENSG00000262801","brown"
"ENSG00000276564","brown"
"HS3ST2","brown"
"CACNG3","brown"
"CBLN1","brown"
"CYLD","brown"
"MT3","brown"
"CX3CL1","brown"
"KIFC3","brown"
"BEAN1","brown"
"HSF4","brown"
"SLC9A5","brown"
"TMEM231","brown"
"CNTNAP4","brown"
"CDYL2","brown"
"GAN","brown"
"CDH13","brown"
"CPNE7","brown"
"GAS8","brown"
"DOC2B","brown"
"ALOX12-AS1","brown"
"FGF11","brown"
"ATP1B2","brown"
"ENSG00000291194","brown"
"KRT222","brown"
"KAT2A","brown"
"FAM171A2","brown"
"MAPT-AS1","brown"
"CACNA1G","brown"
"TMEM100","brown"
"ANKFN1","brown"
"ABCA5","brown"
"CYGB","brown"
"DTNA","brown"
"ENSG00000288828","brown"
"ENSG00000286642","brown"
"SHFL","brown"
"SLC1A6","brown"
"SPINT2","brown"
"ENSG00000287271","brown"
"FBXO27","brown"
"CEACAM21","brown"
"TMEM145","brown"
"PVR","brown"
"GARIN5A","brown"
"SYT5","brown"
"TRIB3","brown"
"TMEM74B","brown"
"SNPH","brown"
"LZTS3","brown"
"PRNP","brown"
"BMP2","brown"
"TMX4","brown"
"BTBD3","brown"
"ENSG00000235292","brown"
"PCSK2","brown"
"SLC24A3","brown"
"VSTM2L","brown"
"SGSM1","brown"
"CACNG2-DT","brown"
"EFCAB6","brown"
"FRMPD4","brown"
"GLRA2","brown"
"ENSG00000289084","brown"
"DMD","brown"
"SLC9A7","brown"
"USP51","brown"
"HEPH","brown"
"PABPC1L2B","brown"
"PABPC1L2A","brown"
"MAGEE1","brown"
"TNMD","brown"
"TCEAL6","brown"
"HS6ST2","brown"
"SMIM10L2A","brown"
"CDR1","brown"
"ATP6AP1","brown"
"NPPB","cyan"
"MSTO1","cyan"
"RXRG","cyan"
"GORASP2","cyan"
"HOXD3","cyan"
"CRTAP","cyan"
"PROS1","cyan"
"CPNE4","cyan"
"SEC24D","cyan"
"SHISAL2B","cyan"
"ISOC1","cyan"
"TMED9","cyan"
"HOXA2","cyan"
"HOXA-AS2","cyan"
"BET1","cyan"
"TMEM64","cyan"
"FOCAD","cyan"
"NANS","cyan"
"NEBL","cyan"
"LBX1-AS1","cyan"
"HYOU1","cyan"
"PPFIBP1","cyan"
"LINC02381","cyan"
"ENSG00000289510","cyan"
"ARL1","cyan"
"TMEM263","cyan"
"STARD13","cyan"
"STARD13-AS","cyan"
"ENSG00000285621","cyan"
"ENSG00000287876","cyan"
"ZC2HC1C","cyan"
"NEK9","cyan"
"TMEM121","cyan"
"GJD2","cyan"
"SRP14","cyan"
