"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABHD17B",1057.18866098795,-0.62117471513394,0.0861371497023988,-7.21146122526783,5.5354611460194e-13,3.91865762281874e-12
"FGF18",341.904313374121,-1.11827498964777,0.155179125625812,-7.20634934072444,5.74718456427826e-13,4.06596479351234e-12
"CD27-AS1",810.762249917492,0.704439969240402,0.09778999555204,7.20359956316315,5.86434245180417e-13,4.14360383987896e-12
"TIMM21",1301.72136660326,0.547144207263992,0.0759591724693847,7.20313544074638,5.88434694076922e-13,4.15642445572855e-12
"ME3",957.533604203195,0.696045026989964,0.096702083432484,7.19782865356704,6.11789555783309e-13,4.31866228117535e-12
"MRPL17",1143.16232234389,0.564083808112927,0.0784267146535701,7.19249570257561,6.36175704209316e-13,4.48372463367203e-12
"MAML2",903.799949411315,-0.787408777990927,0.109482434477717,-7.192101470407,6.38015832569914e-13,4.49527611667876e-12
"LEMD1",177.184732981251,-1.40933055988344,0.196022093501738,-7.18965160868942,6.49568557362451e-13,4.57523091348674e-12
"ISOC1",1424.12164858967,0.538803156081815,0.0749743128273976,7.18650342714342,6.6471622372507e-13,4.67897413670286e-12
"CYSLTR2",52.4745518087512,3.30130381362034,0.459502253399872,7.18452148861922,6.74429744675524e-13,4.74435957310459e-12
"PSPH",748.259025258386,0.79394869023159,0.110528999498701,7.18317087671565,6.8112881241483e-13,4.78997729032695e-12
"PAPPA",471.112158773553,0.862658905771511,0.120131241205738,7.18097055447978,6.92182608494018e-13,4.86618091136609e-12
"UTS2",705.185185061368,-0.758243843553176,0.105648634973878,-7.17703398383382,7.12399845438488e-13,5.00516320204488e-12
"BRI3",1238.18473942999,0.60301048426912,0.0840245346138031,7.17660010901222,7.14663271189351e-13,5.01948757002225e-12
"PRR3",913.410118217452,-0.634665333534747,0.0885214255180799,-7.16962396188616,7.52040464338609e-13,5.27372210150724e-12
"EME2",1092.74055653022,-0.607086803686203,0.0846874111609863,-7.16856018342753,7.57906146113768e-13,5.30985719733436e-12
"PAFAH2",455.14110832152,0.876236413001247,0.1222932891829,7.16504085265675,7.77633610002248e-13,5.4463596207898e-12
"SMARCD3",1324.21015479681,-0.509453207301514,0.07116371409425,-7.15889008584893,8.13328627326873e-13,5.69279094648553e-12
"CDHR3",592.904534175671,-0.810584663953558,0.113253746816472,-7.15724368278175,8.23153012973707e-13,5.75614727376388e-12
"IGSF21",227.631730262113,-1.3047813681443,0.182485587049547,-7.15005162457041,8.67452713352545e-13,6.05266958810991e-12
"CLMP",1015.21458277845,0.634933459451991,0.088832855616117,7.14750702370525,8.83679999821802e-13,6.16204814852339e-12
"HIRIP3",1074.52167438669,0.606673330079229,0.0848892326121421,7.14664641687965,8.89235347216924e-13,6.19691948080793e-12
"SYNPR",236.200714452555,-1.35046328983207,0.188970344949794,-7.1464297225624,8.90639535042394e-13,6.20477025207683e-12
"CTSA",818.998699082604,0.637043992103943,0.0892886405499173,7.13465887911912,9.7027483380052e-13,6.74904209791716e-12
"SPSB4",466.234938431192,-0.883409701976264,0.123974580600341,-7.12573253080103,1.03528588130593e-12,7.19676645763803e-12
"PHOX2B",550.996330974565,-0.874391666242238,0.122926623445591,-7.1131187185765,1.1344960923988e-12,7.87662415937274e-12
