"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TIMM8A",4.00413460616102e-168,0.413607971521975,0.209,0.099,1.54583620605453e-163,"2","TIMM8A"
"MTO1",4.16568785195665e-168,0.165539579824748,0.211,0.1,1.60820545212638e-163,"2","MTO1"
"TRAPPC2B",6.00769832678509e-168,0.324919151506298,0.369,0.21,2.31933201603865e-163,"2","TRAPPC2B"
"SLC38A71",8.56262008363143e-168,0.298433135053676,0.149,0.061,3.30568510948675e-163,"2","SLC38A7"
"CCNDBP1",9.78410451727018e-168,0.293848092477651,0.214,0.102,3.77725138993732e-163,"2","CCNDBP1"
"BBS5",1.33161856071769e-167,0.224463148661197,0.219,0.105,5.14084661550672e-163,"2","BBS5"
"RNFT1-DT",1.8383763023992e-167,0.995872963452316,0.075,0.021,7.09723555304234e-163,"2","RNFT1-DT"
"GRPEL1",2.15726608335236e-167,0.200960778155392,0.362,0.204,8.32834144139013e-163,"2","GRPEL1"
"YJU2B",2.33624771791985e-167,0.109658328562441,0.346,0.19,9.01931793980136e-163,"2","YJU2B"
"ENSG00000287503",2.77214383919464e-167,0.264516849826419,0.136,0.054,1.07021385055948e-162,"2","ENSG00000287503"
"HOMEZ",3.46729289690326e-167,0.563218258160293,0.125,0.047,1.33858309577847e-162,"2","HOMEZ"
"HMGN4",8.29439940859064e-167,0.190150580145604,0.461,0.273,3.2021358356805e-162,"2","HMGN4"
"RNF6",8.5487249271165e-167,0.258937139371225,0.194,0.089,3.30032074536259e-162,"2","RNF6"
"C7orf31",9.3486376591255e-167,0.655941835622371,0.105,0.036,3.60913505468199e-162,"2","C7orf31"
"GEMIN6",1.04398314373534e-166,0.345621870374922,0.238,0.119,4.03040132470467e-162,"2","GEMIN6"
"LINC02653",1.129773731017e-166,1.70209124498923,0.039,0.005,4.36160446596425e-162,"2","LINC02653"
"CCDC86",1.16415542167221e-166,0.906829842987375,0.099,0.033,4.49433842090774e-162,"2","CCDC86"
"TIMM22",1.55565749095287e-166,0.259353732810058,0.296,0.158,6.00577130957266e-162,"2","TIMM22"
"SDHAF1",1.77643381472492e-166,0.286761916095271,0.272,0.14,6.85810038512703e-162,"2","SDHAF1"
"ZNF853",2.14875449113194e-166,0.420868252689497,0.165,0.071,8.29548158846396e-162,"2","ZNF853"
"OXSM",2.67394684101248e-166,0.610250594094413,0.153,0.064,1.03230391744128e-161,"2","OXSM"
"HMGCS1",2.89013646793682e-166,0.28121240220334,0.736,0.527,1.11576608481169e-161,"2","HMGCS1"
"SGSH",3.4620282801546e-166,0.889593967267013,0.069,0.018,1.33655063783648e-161,"2","SGSH"
"ENSG00000239922",3.6361650702025e-166,1.28383861887694,0.069,0.018,1.40377788700238e-161,"2","ENSG00000239922"
"LSG1",4.98718931162347e-166,0.105942531782995,0.289,0.152,1.92535430564536e-161,"2","LSG1"
"SLC25A45",5.98733927480784e-166,0.123846954835137,0.7,0.463,2.31147220043232e-161,"2","SLC25A4"
"TFPT",6.15245717547779e-166,0.327054832045142,0.21,0.1,2.37521761716495e-161,"2","TFPT"
"CAPSL",6.71907245396757e-166,3.12157874121802,0.023,0.001,2.59396511157872e-161,"2","CAPSL"
"RBM8A",7.44152245211448e-166,0.152846041788307,0.822,0.578,2.87287415786332e-161,"2","RBM8A"
"SMAD3",1.39393090278344e-165,0.29639142700557,0.165,0.071,5.38140964328575e-161,"2","SMAD3"
"DDX52",2.86775150905565e-165,0.14246532248163,0.545,0.34,1.10712414758602e-160,"2","DDX52"
"THAP7-AS1",3.89378736369078e-165,0.71951582805956,0.117,0.043,1.50323554962646e-160,"2","THAP7-AS1"
"ALAS1",4.80872385348677e-165,0.183753760629387,0.291,0.154,1.8564559308771e-160,"2","ALAS1"
"TRAF6",5.08170625886008e-165,0.219757266223724,0.196,0.091,1.96184351829552e-160,"2","TRAF6"
"SLCO1A2",5.37344503498992e-165,0.944017994922451,0.048,0.009,2.07447219020821e-160,"2","SLCO1A2"
"TPRKB",5.66800646772448e-165,0.150516937178127,0.639,0.409,2.18819057692971e-160,"2","TPRKB"
"ENSG00000255241",7.04904981710171e-165,2.06186334961328,0.029,0.003,2.72135617239029e-160,"2","ENSG00000255241"
"ETV5",1.144500955594e-164,0.674956231209224,0.11,0.039,4.41846038916618e-160,"2","ETV5"
"MT-ATP8",1.52715373052969e-164,0.326322150907126,0.684,0.522,5.89572969208293e-160,"2","MT-ATP8"
"FOS1",2.16381395613548e-164,0.160441488622292,0.375,0.216,8.35362015905664e-160,"2","FOS"
"ENSG00000275741",3.45750000826186e-164,0.615095321200331,0.101,0.034,1.33480245318957e-159,"2","ENSG00000275741"
"PEX11A",4.25834975264281e-164,0.854788766041354,0.093,0.03,1.64397850550529e-159,"2","PEX11A"
"SF3B2",5.56070152069021e-164,0.142031431826499,0.708,0.479,2.14676442907766e-159,"2","SF3B2"
"SPATA4",5.71410220330046e-164,1.19061385758239,0.06,0.014,2.20598629660618e-159,"2","SPATA4"
"ENSG00000288907",7.91029488171829e-164,0.816038868294267,0.104,0.036,3.05384844203616e-159,"2","ENSG00000288907"
"HCCS",8.28073958977295e-164,0.539110479634499,0.167,0.073,3.19686232602775e-159,"2","HCCS"
"SUMO3",1.13073059085733e-163,0.1426171372931,0.449,0.268,4.3652985190638e-159,"2","SUMO3"
"FKBP1A",1.32851096190964e-163,0.156693693531195,0.587,0.377,5.12884941954834e-159,"2","FKBP1A"
"NUTF2",2.44655781240884e-163,0.199529877083892,0.567,0.354,9.44518109058558e-159,"2","NUTF2"
"SEPTIN10",2.65304381376122e-163,0.16098886196868,0.356,0.2,1.02423409474066e-158,"2","SEPTIN10"
"NSMCE3",2.71254315142671e-163,0.196448684321821,0.359,0.201,1.04720440903979e-158,"2","NSMCE3"
"PINX1",3.16225458299091e-163,0.299495775645345,0.268,0.14,1.22082000430947e-158,"2","PINX1"
"EXOSC8",3.46639998580304e-163,0.109396491998943,0.675,0.441,1.33823837851912e-158,"2","EXOSC8"
"IGBP1",3.79023132992054e-163,0.110310325012479,0.604,0.382,1.46325670722913e-158,"2","IGBP1"
"TTC38",3.94356889149766e-163,0.752946790263403,0.08,0.023,1.52245420625159e-158,"2","TTC38"
"SNN",4.31907491257848e-163,0.133274496710183,0.38,0.218,1.66742206075005e-158,"2","SNN"
"CASC17",4.70753096088857e-163,1.49476262778156,0.041,0.007,1.81738940276064e-158,"2","CASC17"
"KCTD11",5.1844410889783e-163,1.34773120008177,0.055,0.012,2.00150532681096e-158,"2","KCTD11"
"PDCD6-DT",5.56109697307144e-163,0.988029129588436,0.057,0.013,2.14691709742396e-158,"2","PDCD6-DT"
"VAMP8",5.56856349268329e-163,0.586368987661599,0.102,0.035,2.14979962198531e-158,"2","VAMP8"
"TPST21",6.72888250588313e-163,0.456825785558852,0.131,0.051,2.59775238022124e-158,"2","TPST2"
"FKBP9",6.96623157416933e-163,0.779292619154211,0.094,0.031,2.68938336152381e-158,"2","FKBP9"
"SNTA1",1.21301584862508e-162,0.426424766369997,0.147,0.061,4.68296898520199e-158,"2","SNTA1"
"CPSF2",1.23159107792044e-162,0.17752525707322,0.287,0.153,4.75468051541964e-158,"2","CPSF2"
"KANSL1-AS1",1.60667304986869e-162,0.505638452138034,0.194,0.091,6.20272197632305e-158,"2","KANSL1-AS1"
"ACTMAP",1.94330134648952e-162,0.778481887931784,0.095,0.031,7.50230917825743e-158,"2","ACTMAP"
"DBNDD2",2.84204245618277e-162,0.328031223001298,0.321,0.178,1.09719891063392e-157,"2","DBNDD2"
"BHLHE40-AS1",3.03295900634665e-162,1.68721652147899,0.037,0.005,1.17090415399019e-157,"2","BHLHE40-AS1"
"GATD1-DT1",3.22851780175684e-162,0.143813488084134,0.229,0.113,1.24640158254625e-157,"2","GATD1-DT"
"GPRC5C",3.63014983407876e-162,0.807768123636668,0.095,0.031,1.40145564494445e-157,"2","GPRC5C"
"ENSG00000224750",4.10602238158881e-162,2.0977983610167,0.026,0.002,1.58517100063618e-157,"2","ENSG00000224750"
"TNFRSF19",4.54308350637512e-162,0.303111642651337,0.156,0.067,1.75390281847118e-157,"2","TNFRSF19"
"CPED1",4.88021083258874e-162,1.31513082548602,0.054,0.012,1.88405419402921e-157,"2","CPED1"
"TYW3",5.09172193719294e-162,0.487589464187725,0.187,0.087,1.9657101710727e-157,"2","TYW3"
"WHRN",5.3985950029222e-162,0.22084204171368,0.155,0.066,2.08418158682814e-157,"2","WHRN"
"PARD6A",5.90173617847673e-162,0.314946640265825,0.268,0.14,2.27842426906273e-157,"2","PARD6A"
"MT-ND6",8.48039925187164e-162,0.176292842682538,0.41,0.256,3.27394293517757e-157,"2","MT-ND6"
"PSMA7",1.05207526183867e-161,0.224691399896861,0.961,0.781,4.06164175585439e-157,"2","PSMA7"
"D2HGDH",1.14280026560429e-161,0.341203489794918,0.132,0.052,4.41189470539192e-157,"2","D2HGDH"
"MRPS30",1.95791547697008e-161,0.171226996575115,0.391,0.227,7.55872849039069e-157,"2","MRPS30"
"CCDC102A",3.34898154591583e-161,1.60634926927591,0.063,0.015,1.29290781561626e-156,"2","CCDC102A"
"UQCC4",3.83156345836929e-161,0.209577863810969,0.348,0.195,1.47921338873805e-156,"2","UQCC4"
"GMPPB",5.49881302069033e-161,0.73614797185308,0.102,0.035,2.12287175476771e-156,"2","GMPPB"
"CRNKL1",5.52444020662957e-161,0.156657505083656,0.31,0.167,2.13276538617141e-156,"2","CRNKL1"
"TMEM167B",6.33770317810904e-161,0.108431140666379,0.329,0.18,2.44673368894078e-156,"2","TMEM167B"
"C2orf81",7.49572831335703e-161,0.566807030881383,0.142,0.059,2.89380087265462e-156,"2","C2orf81"
"MRPL15",9.48071370879562e-161,0.210103209702448,0.498,0.305,3.66012433441764e-156,"2","MRPL15"
"PTX31",1.12420897670792e-160,0.298308737051962,0.183,0.084,4.34012117547858e-156,"2","PTX3"
"PTF1A",1.18094434432795e-160,0.717877945641727,0.066,0.017,4.55915373571248e-156,"2","PTF1A"
"SERTAD3",1.23540828060117e-160,0.89190550219004,0.11,0.04,4.76941720808886e-156,"2","SERTAD3"
"TP53INP1",1.57424888117303e-160,0.103722095560994,0.273,0.142,6.07754523065659e-156,"2","TP53INP1"
"ENSG00000289021",1.66820207001902e-160,1.31578852178311,0.06,0.014,6.44026091151545e-156,"2","ENSG00000289021"
"PROM1",1.94447853903214e-160,0.863769490293891,0.098,0.033,7.50685384778747e-156,"2","PROM1"
"ENSG00000257252",3.18903012825581e-160,1.13716206620868,0.049,0.01,1.23115697131444e-155,"2","ENSG00000257252"
"DYNLRB11",3.66897513056809e-160,0.165498393570779,0.921,0.709,1.41644453890712e-155,"2","DYNLRB1"
"CMTR2",4.4224598253947e-160,0.335942224672888,0.166,0.073,1.70733484019188e-155,"2","CMTR2"
"EXTL3",5.5531003586762e-160,0.102687223253719,0.37,0.214,2.14382992447053e-155,"2","EXTL3"
"ICMT",7.64054851768805e-160,0.393853218586407,0.16,0.07,2.94971016073865e-155,"2","ICMT"
"BPNT1",1.15043397013974e-159,0.249242577781263,0.183,0.083,4.44136538512146e-155,"2","BPNT1"
"THEMIS",1.16625001876389e-159,1.84775670145364,0.036,0.005,4.50242482243988e-155,"2","THEMIS"
"CAPS2",1.21694203671442e-159,0.462101807391487,0.108,0.038,4.6981264269397e-155,"2","CAPS2"
"SYF2",2.03451942273576e-159,0.18065980254115,0.708,0.479,7.85446568341366e-155,"2","SYF2"
"TTC9C",2.26978486096467e-159,0.174991019218052,0.301,0.163,8.76273143424021e-155,"2","TTC9C"
"ARMCX11",2.32596053773671e-159,0.216109257702495,0.237,0.119,8.97960325198635e-155,"2","ARMCX1"
"OGFOD1",2.79171511264375e-159,0.113742101495778,0.344,0.192,1.07776953638725e-154,"2","OGFOD1"
"REXO4",3.29212949211664e-159,0.157396109828238,0.307,0.167,1.27095951172655e-154,"2","REXO4"
"LNMICC",4.21276911830932e-159,2.04779356451253,0.032,0.003,1.62638164581449e-154,"2","LNMICC"
"LINC00853",5.2842021119342e-159,3.40143726606519,0.023,0.001,2.04001906733332e-154,"2","LINC00853"
"PODN",5.99336674329183e-159,1.43367108847908,0.038,0.005,2.31379916491525e-154,"2","PODN"
"INO80B",6.29198990402509e-159,0.319418532307796,0.186,0.086,2.42908562234792e-154,"2","INO80B"
"TMUB2",6.54433423799901e-159,0.137601626830525,0.244,0.123,2.5265056759219e-154,"2","TMUB2"
"THBS2-AS1",6.78151126825607e-159,1.01771956079043,0.049,0.01,2.61807024022294e-154,"2","THBS2-AS1"
"AKAP3",1.03913983500875e-158,0.892635195447993,0.073,0.02,4.01170324703479e-154,"2","AKAP3"
"FAM86C2P",1.15084558373832e-158,1.33447745121065,0.059,0.014,4.44295446058017e-154,"2","FAM86C2P"
"IGFBP7",1.53318123078148e-158,1.38527698093372,0.061,0.015,5.918999459555e-154,"2","IGFBP7"
"PLEKHF1",1.70548197631351e-158,2.29585367858971,0.039,0.006,6.58418371775594e-154,"2","PLEKHF1"
"C2orf73",2.34386513709497e-158,1.4463114348255,0.044,0.008,9.04872574826884e-154,"2","C2orf73"
"UBE2J2",2.34765851859657e-158,0.132826951818753,0.424,0.25,9.0633704768939e-154,"2","UBE2J2"
"SCAMP4",3.36876959105184e-158,0.28525841114631,0.197,0.094,1.30054718832147e-153,"2","SCAMP4"
"ITGB5-AS1",3.50775366997249e-158,2.17321605252352,0.033,0.004,1.35420338182958e-153,"2","ITGB5-AS1"
"CHRNB1",4.73746986861563e-158,0.450106720085523,0.192,0.091,1.82894761747775e-153,"2","CHRNB1"
"DTHD1",4.97958650177825e-158,2.12028241079951,0.03,0.003,1.92241916487651e-153,"2","DTHD1"
"TAS2R14",5.13130046254737e-158,0.597260780519218,0.09,0.029,1.98098985657104e-153,"2","TAS2R14"
"CA3",8.7257724606661e-158,0.932108614816078,0.049,0.01,3.36867171616476e-153,"2","CA3"
"ENSG00000291067",8.75903764123927e-158,0.540813699148633,0.089,0.029,3.38151407177683e-153,"2","ENSG00000291067"
"SNX21",9.40013414691764e-158,0.543357434731881,0.133,0.054,3.62901578875902e-153,"2","SNX21"
"LETMD11",1.07445636988626e-157,0.245460552220251,0.26,0.136,4.14804626158291e-153,"2","LETMD1"
"FHIT",1.10881071445047e-157,0.292925365108421,0.19,0.091,4.28067464420748e-153,"2","FHIT"
"AQP4",1.29073554266636e-157,2.33703137334852,0.038,0.006,4.98301363601774e-153,"2","AQP4"
"SFT2D3",1.30062853345705e-157,0.586370271386573,0.165,0.073,5.02120651626428e-153,"2","SFT2D3"
"AAAS",1.62727537827888e-157,0.190365879682967,0.267,0.139,6.28225932538344e-153,"2","AAAS"
"UBE2D41",1.83746908805336e-157,0.268987568429722,0.224,0.111,7.09373316133881e-153,"2","UBE2D4"
"TMEM216",1.87376292372173e-157,0.546016057209815,0.115,0.043,7.2338491433201e-153,"2","TMEM216"
"ALDH4A1",2.21958558886282e-157,1.02373418035716,0.072,0.02,8.5689321243638e-153,"2","ALDH4A1"
"DOHH",2.37927047795405e-157,0.287076588902479,0.186,0.086,9.18541160718941e-153,"2","DOHH"
"TMEM17",2.41487922922649e-157,0.545558890890822,0.127,0.05,9.32288275235178e-153,"2","TMEM17"
"BAIAP2-DT",3.2221053053768e-157,0.354494874835965,0.161,0.07,1.24392597419377e-152,"2","BAIAP2-DT"
"TPPP1",3.27119286709499e-157,0.111730960705593,0.119,0.045,1.26287671827069e-152,"2","TPPP"
"NEPRO-AS1",3.59896034019332e-157,0.249846503906111,0.167,0.074,1.38941462893503e-152,"2","NEPRO-AS1"
"WDR46",3.60201009640108e-157,0.191671581731933,0.266,0.14,1.3905920178166e-152,"2","WDR46"
"LURAP1",4.83146006640315e-157,0.972570001487534,0.067,0.018,1.8652334732356e-152,"2","LURAP1"
"ANXA1",5.11496862136191e-157,2.83768688204228,0.039,0.006,1.97468478596298e-152,"2","ANXA1"
"LCA5",5.52620453128234e-157,0.220077312292675,0.232,0.116,2.13344652134686e-152,"2","LCA5"
"HGH1",6.49966195019785e-157,0.774892758666808,0.09,0.029,2.50925949249338e-152,"2","HGH1"
"LRFN5-DT",8.29384532666567e-157,0.724095973683772,0.074,0.021,3.20192192681255e-152,"2","LRFN5-DT"
"COX7A2L1",8.34195173176942e-157,0.181326535940261,0.851,0.623,3.2204938855669e-152,"2","COX7A2L"
"FN3KRP",8.61031636901161e-157,0.221219883647197,0.251,0.129,3.32409873742062e-152,"2","FN3KRP"
"FAM210A",1.0262665427038e-156,0.278409414713803,0.285,0.155,3.96200461476229e-152,"2","FAM210A"
"POLR2H",1.10627559285565e-156,0.210113740286342,0.531,0.338,4.27088755377853e-152,"2","POLR2H"
"EFHD1",1.26901937794626e-156,0.752203142035999,0.112,0.042,4.89917621049932e-152,"2","EFHD1"
"ENSG00000286787",1.64106936899998e-156,0.312683169160793,0.132,0.053,6.3355124059613e-152,"2","ENSG00000286787"
"PLEKHG4B",2.15824445815958e-156,0.334287341744757,0.132,0.053,8.33211855517089e-152,"2","PLEKHG4B"
"ENSG00000290574",2.17824814342156e-156,2.23859785927621,0.029,0.003,8.40934478249326e-152,"2","ENSG00000290574"
"TAMALIN",2.30281319428888e-156,1.25415790322421,0.054,0.012,8.89024061787164e-152,"2","TAMALIN"
"RALY-AS1",2.94928925650879e-156,1.16222326421593,0.061,0.015,1.13860261036779e-151,"2","RALY-AS1"
"ENSG000002890851",3.17943794673175e-156,0.733157626331482,0.088,0.028,1.22745381371526e-151,"2","ENSG00000289085"
"NPM3",3.6112830331892e-156,0.40247365068551,0.211,0.103,1.39417192779302e-151,"2","NPM3"
"NPRL2",3.99908696217887e-156,0.273359648770838,0.244,0.125,1.54388751261877e-151,"2","NPRL2"
"KYAT3",4.83585243702148e-156,0.126573786178642,0.371,0.212,1.86692919183651e-151,"2","KYAT3"
"ENSG00000255224",5.17819721359563e-156,1.16064556857331,0.051,0.011,1.99909481628073e-151,"2","ENSG00000255224"
"RPGR",5.58830036528309e-156,0.45271124552197,0.144,0.061,2.15741923902119e-151,"2","RPGR"
"LINC02154",6.91806971216585e-156,2.66449232824969,0.04,0.006,2.67078999307875e-151,"2","LINC02154"
"MRM2",7.88767658487092e-156,0.19123710224077,0.282,0.15,3.04511642235527e-151,"2","MRM2"
"SPRYD71",9.67560492861156e-156,0.106968361696786,0.343,0.193,3.73536403873978e-151,"2","SPRYD7"
"ENSG00000290830",1.13812564837103e-155,1.17266318308729,0.071,0.02,4.3938478781012e-151,"2","ENSG00000290830"
"ZIC1",1.88489977092458e-155,0.463162260686722,0.185,0.088,7.27684405563143e-151,"2","ZIC1"
"COPB1",1.96860272619368e-155,0.126689866195284,0.63,0.417,7.59998768474331e-151,"2","COPB1"
"SLC22A18",2.01601341310842e-155,1.03734151641723,0.065,0.017,7.78302138264637e-151,"2","SLC22A18"
"PTGES3",2.26244548259695e-155,0.197339581355092,0.931,0.721,8.73439703011379e-151,"2","PTGES3"
"RTL8B",2.54514306970558e-155,0.590774929280062,0.14,0.058,9.82577933490537e-151,"2","RTL8B"
"C1GALT1C1",2.77814665672559e-155,0.381105250200528,0.188,0.088,1.07253129829548e-150,"2","C1GALT1C1"
"BECN1",2.80006041081069e-155,0.152349408892283,0.294,0.159,1.08099132219757e-150,"2","BECN1"
"UBAC2-AS1",4.2926584269075e-155,0.917057247182243,0.084,0.026,1.65722371229191e-150,"2","UBAC2-AS1"
"HAS2-AS1",4.51136415195849e-155,1.14149639507706,0.056,0.013,1.74165724450509e-150,"2","HAS2-AS1"
"DKKL1",4.80876459984841e-155,1.10476640696529,0.089,0.029,1.85647166141748e-150,"2","DKKL1"
"PCTP",5.08300490197691e-155,0.564343967500001,0.092,0.031,1.96234487245721e-150,"2","PCTP"
"SCAMP1-AS1",5.09795800111333e-155,0.449828785131551,0.163,0.072,1.96811766590981e-150,"2","SCAMP1-AS1"
"ENSG00000268496",6.0360359273713e-155,2.60860291751036,0.027,0.002,2.33027203012097e-150,"2","ENSG00000268496"
"ENSG00000248318",7.79315409132762e-155,1.96485682013541,0.025,0.002,3.00862506849794e-150,"2","ENSG00000248318"
"SDAD1",7.95837997120615e-155,0.100225147467508,0.403,0.238,3.07241217168385e-150,"2","SDAD1"
"MIR4300HG",8.90625936157345e-155,0.709561256625621,0.089,0.029,3.43835048912904e-150,"2","MIR4300HG"
"SLC12A9",1.11988962129719e-154,0.403274583742508,0.136,0.055,4.32344587197994e-150,"2","SLC12A9"
"ENSG000002836921",1.53240099359373e-154,0.61927246526515,0.09,0.029,5.91598727586797e-150,"2","ENSG00000283692"
"C5",2.23139505249627e-154,0.422481818426892,0.121,0.047,8.61452373966711e-150,"2","C5"
"CACYBP",2.49930829389384e-154,0.161468445489597,0.734,0.506,9.64882959940657e-150,"2","CACYBP"
"LASP1NB",4.17286202992668e-154,0.897603507507297,0.11,0.041,1.6109751152735e-149,"2","LASP1NB"
"ENSG00000250934",5.33327702586741e-154,1.9483417983233,0.031,0.003,2.05896492860637e-149,"2","ENSG00000250934"
"WNT9B",5.89987736488861e-154,1.77295422233311,0.031,0.003,2.2777066554889e-149,"2","WNT9B"
"ENSG00000275765",6.34579820331778e-154,1.59573429449853,0.04,0.006,2.44985885437286e-149,"2","ENSG00000275765"
"CCDC1151",6.71608571140894e-154,0.133659776277911,0.364,0.208,2.59281204974654e-149,"2","CCDC115"
"SUPV3L1",7.33265164566779e-154,0.16345369392213,0.251,0.13,2.83084349432651e-149,"2","SUPV3L1"
"RILP",7.40769434693876e-154,1.20374864664496,0.056,0.013,2.85981447957918e-149,"2","RILP"
"ENSG00000257322",8.62706176977284e-154,0.549612260418379,0.108,0.04,3.3305634668385e-149,"2","ENSG00000257322"
"CLN8",9.40192138463832e-154,0.287646922534329,0.17,0.077,3.62970576975347e-149,"2","CLN8"
"LINC00621",9.71473342660564e-154,0.361924542501173,0.174,0.08,3.75046998667537e-149,"2","LINC00621"
"ENSG00000263280",1.05493824576214e-153,1.74780258435587,0.036,0.005,4.0726945915893e-149,"2","ENSG00000263280"
"MOB2",1.62022219767251e-153,0.222903409159696,0.25,0.13,6.25502981633448e-149,"2","MOB2"
"TCEAL41",1.74386613265663e-153,0.13867244427018,0.839,0.613,6.73236959173417e-149,"2","TCEAL4"
"RHCG",2.24131603244627e-153,0.524721020231563,0.08,0.024,8.65282467486207e-149,"2","RHCG"
"MOV10",2.25953598401457e-153,0.565334892166994,0.105,0.038,8.72316461988666e-149,"2","MOV10"
"ST3GAL4",3.63225151830954e-153,0.471756161458893,0.175,0.08,1.40226702115858e-148,"2","ST3GAL4"
"CTNS",3.72042749116809e-153,0.260313995787727,0.143,0.06,1.43630823724035e-148,"2","CTNS"
"SUB1",4.54002766807272e-153,0.210984733636012,0.935,0.732,1.75272308153616e-148,"2","SUB1"
"IFT201",5.10992238863368e-153,0.106676415281214,0.451,0.273,1.97273663735592e-148,"2","IFT20"
"ATP6V0D2",6.09915976690577e-153,2.43913066444705,0.028,0.003,2.35464161961164e-148,"2","ATP6V0D2"
"POLR1D",7.38199457477166e-153,0.166366247542906,0.748,0.515,2.84989282553635e-148,"2","POLR1D"
"ATG9A",9.00161272761461e-153,0.270618715628006,0.169,0.076,3.4751626096229e-148,"2","ATG9A"
"LINC02572",9.03690779840013e-153,0.727803287983643,0.067,0.018,3.48878862465035e-148,"2","LINC02572"
"DNAAF5",9.92770743624838e-153,0.259008156632908,0.153,0.066,3.83269073283805e-148,"2","DNAAF5"
"ENSG00000286330",1.10442917797473e-152,0.741085368490449,0.069,0.019,4.26375928448922e-148,"2","ENSG00000286330"
"RPSA2",1.11634110279606e-152,0.136378713605253,0.467,0.284,4.30974646145446e-148,"2","RPSA2"
"ESYT1",1.15263585216902e-152,0.396549532401401,0.149,0.064,4.44986597088373e-148,"2","ESYT1"
"POLR3F",1.35106349287262e-152,0.152753158868646,0.242,0.124,5.21591572058404e-148,"2","POLR3F"
"AHRR",1.59744265854695e-152,0.52042879742506,0.118,0.045,6.16708712758636e-148,"2","AHRR"
"TBRG4",2.11607327575997e-152,0.233347821898404,0.239,0.123,8.16931248839894e-148,"2","TBRG4"
"TANGO2",2.15005617698685e-152,0.48472679656587,0.095,0.033,8.30050687687545e-148,"2","TANGO2"
"BEST1",2.18204848878768e-152,0.57662406280008,0.085,0.027,8.42401639581373e-148,"2","BEST1"
"C22orf23",2.3014826141419e-152,0.324568970762444,0.127,0.05,8.88510378015621e-148,"2","C22orf23"
"FAM167A",2.61247047494919e-152,0.58135621712503,0.066,0.018,1.00857035155888e-147,"2","FAM167A"
"CDK9",4.92720358751318e-152,0.261583534444485,0.166,0.074,1.90219621699534e-147,"2","CDK9"
"TTLL1",5.28861673707807e-152,0.205772687258942,0.232,0.117,2.04172337751636e-147,"2","TTLL1"
"MOCS1",5.86790130689519e-152,1.41448066724085,0.045,0.009,2.26536197853996e-147,"2","MOCS1"
"RHOBTB3",6.15650290923632e-152,0.167569418673312,0.654,0.442,2.37677951313977e-147,"2","RHOBTB3"
"MANEA",6.33873415092399e-152,0.224312230615846,0.184,0.086,2.44713170630572e-147,"2","MANEA"
"ST3GAL1-DT",6.80410361971648e-152,1.62739944738698,0.062,0.016,2.62679224342774e-147,"2","ST3GAL1-DT"
"TDH-AS1",7.96525742956503e-152,3.13716685768233,0.022,0.001,3.07506728325788e-147,"2","TDH-AS1"
"COPS8-DT",8.13406918819267e-152,0.591452273508203,0.102,0.037,3.14023875079366e-147,"2","COPS8-DT"
"NR2E3",1.02391565610676e-151,0.777633444296966,0.08,0.025,3.95292878196574e-147,"2","NR2E3"
"CES21",1.08298167801428e-151,0.116347933844082,0.251,0.131,4.18095906614194e-147,"2","CES2"
"MSX1",1.29853538521168e-151,0.686378006632958,0.087,0.028,5.0131257081482e-147,"2","MSX1"
"ENSG000002513141",1.53587702851668e-151,0.43867364372572,0.09,0.03,5.92940685629148e-147,"2","ENSG00000251314"
"WSB1",2.40019702543971e-151,0.171557196713026,0.868,0.714,9.26620063641255e-147,"2","WSB1"
"POLR3D",2.68102629799748e-151,0.281962275893197,0.264,0.141,1.03503701260491e-146,"2","POLR3D"
"ENSG00000289341",3.22713165900602e-151,0.669401759744753,0.108,0.04,1.24586644827586e-146,"2","ENSG00000289341"
"DDX56",3.25580195161245e-151,0.156243646078509,0.276,0.148,1.2569349014395e-146,"2","DDX56"
"FOXRED2",3.47443066670405e-151,0.226639310570032,0.172,0.079,1.34133870318777e-146,"2","FOXRED2"
"VPS52",3.77350174616684e-151,0.1629308188614,0.192,0.091,1.45679808412517e-146,"2","VPS52"
"PLEKHM1",3.88648134165851e-151,0.312768060826979,0.146,0.062,1.50041498676068e-146,"2","PLEKHM1"
"CYBA",5.02385943104032e-151,0.924025430647073,0.142,0.061,1.93951117194743e-146,"2","CYBA"
"CCDC22",5.26036326123403e-151,0.610211155345796,0.129,0.052,2.03081584063201e-146,"2","CCDC22"
"RPP21",8.28064093190759e-151,0.165951843071934,0.682,0.46,3.19682423817224e-146,"2","RPP21"
"COBLL1",1.73122289030003e-150,0.42816153425081,0.144,0.062,6.6835590902923e-146,"2","COBLL1"
"WFDC3",2.02028089437158e-150,1.16029568642108,0.054,0.012,7.79949642081092e-146,"2","WFDC3"
"RBX1",2.08490995958598e-150,0.185764026387474,0.926,0.718,8.04900338997763e-146,"2","RBX1"
"LSM4",2.78185831369782e-150,0.101516700822541,0.793,0.537,1.07396422058618e-145,"2","LSM4"
"PSEN21",2.85941646337358e-150,0.243325308683688,0.14,0.059,1.10390631985e-145,"2","PSEN2"
"ENSG000002597111",2.85947406183001e-150,0.255904639656619,0.119,0.046,1.10392855631009e-145,"2","ENSG00000259711"
"TRIM4",3.53176324255071e-150,0.422350897885137,0.125,0.05,1.36347251741913e-145,"2","TRIM4"
